Date,All_sum_tot_postpan,All_sum_tot_prepan,Subways_sum_tot_postpan,Subways_sum_tot_prepan,Buses_sum_tot_postpan,Buses_sum_tot_prepan,LIRR_sum_tot_postpan,LIRR_sum_tot_prepan,Metro_North_sum_tot_postpan,Metro_North_sum_tot_prepan,Access_A_Ride_sum_tot_postpan,Access_A_Ride_sum_tot_prepan,Bridges_and_Tunnels_sum_tot_postpan,Bridges_and_Tunnels_sum_tot_prepan,Staten_Island_Railway_sum_tot_postpan,Staten_Island_Railway_sum_tot_prepan,All_perc_postpan_as_prepan,Subways_perc_postpan_as_prepan,Buses_perc_postpan_as_prepan,LIRR_perc_postpan_as_prepan,Metro_North_perc_postpan_as_prepan,Access_A_Ride_perc_postpan_as_prepan,Bridges_and_Tunnels_perc_postpan_as_prepan,Staten_Island_Railway_perc_postpan_as_prepan,All_pred,Subways_pred,Buses_pred,LIRR_pred,Metro_North_pred,Access_A_Ride_pred,Bridges_and_Tunnels_pred,Staten_Island_Railway_pred
2023-07-23,39307752,54683072.62970981,21694339,31505091.344685264,8114905,12831224.930037314,1321585,1818674.8626684274,1152310,1676181.8035435362,177419,174222.8601304532,6809861,6600050.801419139,37333,77626.0272256757,72.0,69.0,63.0,73.0,69.0,102.0,103.0,48.0,38554925.35055028,21570057.28446945,8001928.960116009,1246126.7893215953,1098281.075879945,182257.5859345777,6418540.841617802,37732.813210897046
2023-07-30,39217900,54213096.723066196,21556397,31146149.754194565,8186467,12649711.354538288,1291223,1802980.4546744765,1165145,1631302.4418025964,182667,174606.0818910075,6798512,6732869.539367941,37489,75477.096597323,72.0,69.0,65.0,72.0,71.0,105.0,101.0,50.0,38601511.9437225,21606028.52927829,7999844.83692529,1250670.2129801435,1102270.5019503406,182914.47332216444,6421993.155101073,37790.2341652047
2023-08-06,38539113,54064274.34084758,21225473,31074854.31767919,7989592,12583036.336577225,1294573,1799344.3454060268,1102577,1618756.4092128528,182786,174352.596583252,6706852,6738735.32238897,37260,75195.01300006692,71.0,68.0,63.0,72.0,68.0,105.0,100.0,50.0,38648098.53689473,21641999.77408713,7997760.71373457,1255213.6366386916,1106259.9280207362,183571.36070975117,6425445.468584343,37847.65511951236
2023-08-13,37948343,54013544.74948685,20723604,31009253.88330121,7852318,12599151.612423195,1297253,1798643.8935034273,1120023,1617003.5849714759,181833,174437.4550925237,6737478,6740055.370104278,35834,74998.9500907441,70.0,67.0,62.0,72.0,69.0,104.0,100.0,48.0,38694685.13006696,21677971.01889597,7995676.590543851,1259757.0602972398,1110249.3540911318,184228.2480973379,6428897.782067614,37905.076073820026
2023-08-20,37048470,54010923.460329145,20260650,31060345.993108235,7626961,12548183.487526007,1252917,1806651.4181460794,1073229,1624468.4273477655,176671,174227.80934993865,6623286,6721855.921205066,34756,75190.40364605296,69.0,65.0,61.0,69.0,66.0,101.0,99.0,46.0,38741271.72323918,21713942.263704807,7993592.467353132,1264300.483955788,1114238.7801615275,184885.13548492463,6432350.095550884,37962.497028127684
2023-08-27,38216896,55406972.665810384,20953301,32153956.32047338,7868229,12891581.469626674,1365891,1796363.4813071804,1067887,1637601.5667776102,180679,176116.41478686794,6744687,6673591.559725091,36222,77761.85311358064,69.0,65.0,61.0,76.0,65.0,103.0,101.0,47.0,38787858.31641141,21749913.508513644,7991508.344162413,1268843.907614336,1118228.2062319228,185542.02287251136,6435802.409034154,38019.91798243535
2023-09-03,37680905,54233457.339554034,20800837,31413999.567644004,7704605,12897665.451934403,1266360,1626144.1474635636,1092481,1514976.6508336123,172051,170119.97473994855,6611236,6531886.792912635,33335,78664.75402587008,69.0,66.0,60.0,78.0,72.0,101.0,101.0,42.0,38834444.90958364,21785884.753322482,7989424.220971693,1273387.3312728843,1122217.6323023185,186198.91026009808,6439254.722517425,38077.338936743006
2023-09-10,42116503,59241936.2828861,23723690,34647108.37650763,8865882,14162803.833943833,1367483,1853862.6298600573,1232751,1696904.4680789437,193663,183005.72593294556,6690697,6606078.57897476,42337,92172.66958793839,71.0,68.0,63.0,74.0,73.0,106.0,101.0,46.0,38881031.502755865,21821855.99813132,7987340.097780974,1277930.7549314324,1126207.058372714,186855.7976476848,6442707.036000695,38134.759891050664
2023-09-17,41118858,59095359.07544999,23656705,34584524.070964105,8380991,14080722.213010205,1334461,1853845.5665821587,1203729,1701100.1571752564,184107,182904.04766162846,6314928,6599990.399132048,43937,92272.62092458936,70.0,68.0,60.0,72.0,71.0,101.0,96.0,48.0,38927618.095928095,21857827.242940158,7985255.974590255,1282474.1785899806,1130196.4844431097,187512.68503527154,6446159.349483966,38192.18084535833
2023-09-24,38312512,58946844.47875334,21627148,34547609.69125044,7838158,14008024.095746307,1277945,1849590.851532087,1126917,1693646.639274574,183905,183917.06489533366,6220897,6570377.427929993,37542,93678.70812460381,65.0,63.0,56.0,69.0,67.0,100.0,95.0,40.0,38974204.689100325,21893798.487748995,7983171.851399535,1287017.6022485287,1134185.9105135053,188169.57242285827,6449611.662967236,38249.60179966599
